Ticker,Company,Market Cap,Stock Price,Industry
HT8.AX,Harris Technology Group Limited,3618617,0.011,Internet Retail
PXR.AX,Pacific Resources Limited,3600384,0.001,Thermal Coal
OCT.AX,Octava Minerals Limited,2211520,0.029,Other Precious Metals & Mining
RAN.AX,Range International Limited,2340263,0.002,Specialty Chemicals
HYD.AX,Hydrix Limited,3545995,0.013,Scientific & Technical Instruments
ERG.AX,Eneco Refresh Limited,4357734,0.016,Beverages - Non-Alcoholic
BP8.AX,BPH Global Ltd,2780220,0.001,Drug Manufacturers - Specialty & Generic
CL8.AX,CL8 Holdings Limited,3488815,0.013,Rental & Leasing Services
WEL.AX,Winchester Energy Limited,2882276,0.002,Oil & Gas Exploration & Production
NRZ.AX,NeuRizer Ltd.,3369760,0.001,Agricultural Inputs
CMX.AX,ChemX Materials Limited,33545804,0.026,Electrical Equipment & Parts
OEQ.AX,Orion Equities Limited,2895107,0.185,Asset Management
PPG.AX,Pro-Pac Packaging Limited,3270379,0.018,Packaging & Containers
PNT.AX,Panther Metals Ltd,2383371,0.008,Other Precious Metals & Mining
OLI.AX,Oliver's Real Food Limited,3244392,0.006,Restaurants
YOW.AX,Yowie Group Limited,3211151,0.014,Confectioners
LRD.AX,Lord Resources Limited,3186036,0.018,Other Industrial Metals & Mining
KNM.AX,KNeoMedia Limited,7242860,0.002,Software - Application
DMG.AX,Dragon Mountain Gold Limited,3157373,0.008,Gold
UCM.AX,Uscom Limited,3121765,0.012,Medical Devices
M2M.AX,Mt Malcolm Mines NL,1322043,0.005,Gold
MOM.AX,Moab Minerals Limited,2015700,0.001,Other Industrial Metals & Mining
CT1.AX,Constellation Technologies Limited,2949467,0.002,Information Technology Services
PFM.AX,Platformo Ltd,2942157,0.031,Software - Application
KOR.AX,Korab Resources Limited,2936400,0.008,Other Industrial Metals & Mining
NSX:LCB.AX,Logan Community Financial Services Limited,,0.9,"Commercial Banks, not elsewhere classified"
BLZ.AX,Blaze Minerals Limited,2875000,0.001,Other Industrial Metals & Mining
ANR.AX,Anatara Lifesciences Ltd,1871277,0.009,Biotechnology
BGE.AX,Bridge SaaS Limited,2598170,0.013,Software - Application
NSX:IIC.AX,Illuminator Investment Company Limited,,0.25,
OLH.AX,Oldfields Holdings Limited,2556710,0.012,Building Products & Equipment
RBR.AX,RBR Group Limited,2058704,0.02,Specialty Business Services
VTA.AX,Vita Resources NL,3101091,0.032,Other Precious Metals & Mining
SAN.AX,Sagalio Energy Limited,2455922,0.012,Oil & Gas Exploration & Production
TD1.AX,TALi Digital Limited,2429829,0.052,Health Information Services
OAK.AX,Oakridge International Limited,2267824,0.084,Health Information Services
BUY.AX,Bounty Oil & Gas NL,2342401,0.001,Oil & Gas Exploration & Production
CYQ.AX,Cycliq Group Limited,2302583,0.005,Leisure
GCR.AX,Golden Cross Resources Limited,2194512,0.002,Other Precious Metals & Mining
HXL.AX,Hexima Limited,542878,0.013,Shell Companies
AOA.AX,Ausmon Resources Limited,1426513,0.001,Other Industrial Metals & Mining
TFL.AX,TasFoods Limited,1937955,0.005,Packaged Foods
NSX:PMI.AX,Pegmont Mines Limited,,0.023,Metal Mining
ABE.AX,Australian Bond Exchange Holdings Limited,1719640,0.014,Capital Markets
1TT.AX,Thrive Tribe Technologies Limited,101586,0.001,Software - Application
MPR.AX,MPR Australia Limited,1718516,0.005,Solar
RLC.AX,Reedy Lagoon Corporation Limited,1553413,0.002,Other Industrial Metals & Mining
CLZ.AX,Classic Minerals Limited,4265860,0.001,Other Industrial Metals & Mining
QUE.AX,Queste Communications Ltd,1516051,0.056,Asset Management
WNR.AX,Wingara AG Limited,1228798,0.007,Farm Products
HPC.AX,The Hydration Pharmaceuticals Company Limited,1292403,0.003,Food Distribution
NSX:SSC.AX,Sunshine Coast Community Financial Services Limited,,0.74,Commercial Banks
BEL.AX,Bentley Capital Limited,1141919,0.015,Asset Management
BMH.AX,Baumart Holdings Limited,1140826,0.007,Building Materials
MSG.AX,MCS Services Limited,792399,0.004,Security & Protection Services
NSX:NCRDB.AX,NuCoal Resources Limited,,0.02,Bituminous Coal And Lignite Mining
SLM.AX,Solis Minerals Ltd.,10431570,0.095,Copper
MEL.AX,Metgasco Limited,551134,0.015,Oil & Gas Exploration & Production
NSX:EGF.AX,East Gosford & Districts Financial Services Limited,,0.55,Commercial Banks
MSI.AX,Multistack International Limited,681520,0.005,Specialty Industrial Machinery
ICU.AX,Investor Centre Limited,304511,0.001,Capital Markets
VTI.AX,"Visioneering Technologies, Inc.",3704672,0.066,Medical Devices
PMGOLD.AX,Gold Corporation,1722226774,63.27,Asset Management
AME.AX,Alto Metals Limited,69538661,0.094,Gold
